"","district","sc","parish","village","messenger","recipient","IVR","sms","head_name","tel_contact"
"1041","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA II","female","female","no","no",NA,NA
"1042","NAMUTUMBA","NSINZE","BUWONGO","MALIGA","female","female","yes","no",NA,NA
"1043","NAMUTUMBA","NSINZE","NAWAIKONA","BUTAGALA","female","female","no","no",NA,NA
"1044","NAMUTUMBA","NAMUTUMBA","ITUBA","NAWAMPANDU A","female","female","yes","yes",NA,NA
"1045","IGANGA","BULAMAGI","IWAWU","NTINDA","female","female","yes","no",NA,NA
"1046","MAYUGE","KITYERERA","NDAIGA","NAKIRIMIRA C","female","female","no","no",NA,NA
"1047","NAMUTUMBA","MAGADA","KAGULU","NAMUSAYI","female","female","yes","yes",NA,NA
"1048","MAYUGE","BUKATUBE","BUYEMBA","MUGERI B","female","female","yes","yes",NA,NA
"1049","NAMAYINGO","MUTUMBA","LUBIRA","BUGALI B","female","female","no","no",NA,NA
"1050","NAMAYINGO","BANDA","LUGALA","LUGALA A","female","female","yes","yes",NA,NA
"1051","BUGIRI","KAPYANGA","NDIFAKULYA","NDIFAKULYA","female","female","no","no",NA,NA
"1052","IGANGA","IBULANKU","NSAALE","WANTE","female","female","yes","no",NA,NA
"1053","MAYUGE","KITYERERA","BUBINGE","BULIDHA","female","female","no","no",NA,NA
"1054","NAMUTUMBA","MAGADA","KAGULU","NAKAWA","female","female","no","no",NA,NA
"1055","MAYUGE","BAITAMBOGWE","IGEYERO","IGEYERO B","female","female","no","no",NA,NA
"1056","NAMAYINGO","BUYINJA","LWANGOSIA","SIBONDWE","female","female","yes","no",NA,NA
"1057","IGANGA","BULAMAGI","IWAWU","NAWANKOFU","female","female","yes","yes",NA,NA
"1058","NAMUTUMBA","KIBAALE","NABWEYO","NABUGUZI","female","female","no","no",NA,NA
"1059","NAMUTUMBA","NAMUTUMBA","NAKYEERE","KASEDHERE A","female","female","yes","yes",NA,NA
"1060","IGANGA","BUYANGA","BUWOOYA","BUDHUBYE","female","female","yes","yes",NA,NA
"1061","IGANGA","BUYANGA","BUWOOYA","BUYANGA B","female","female","no","no",NA,NA
"1062","IGANGA","BULAMAGI","IWAWU","KYEMEIRE","female","female","no","no",NA,NA
"1063","BUGIRI","IWEMBA","IWEMBA","BULYAMBOLI","female","female","yes","no",NA,NA
"1064","NAMUTUMBA","KIBAALE","NABISOIGI","NAKYERE II","female","female","no","no",NA,NA
"1065","NAMAYINGO","BUYINJA","LWANGOSIA","BULOHA","female","female","no","no",NA,NA
"1066","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","MPANDE","female","female","no","no",NA,NA
"1067","IGANGA","MAKUUTU","KASOZI","BUSIMO","female","female","yes","no",NA,NA
"1068","NAMUTUMBA","KIBAALE","NAWANGISA","BUDWAPA B","female","female","no","no",NA,NA
"1069","NAMUTUMBA","NSINZE","BUWONGO","BUWONGO B","female","female","yes","yes",NA,NA
"1070","IGANGA","MAKUUTU","KASOZI","BUNAKATE","female","female","no","no",NA,NA
"1071","MAYUGE","KIGANDALO","KIGULU","NAMUGOLO","female","female","yes","yes",NA,NA
"1072","MAYUGE","IMANYIRO","MAGADA","WANTE","female","female","yes","no",NA,NA
"1073","NAMUTUMBA","MAGADA","KAGULU","NAWAMBIRI","female","female","yes","no",NA,NA
"1074","MAYUGE","IMANYIRO","MAGADA","WALUGOGO","female","female","yes","no",NA,NA
"1075","MAYUGE","BUKATUBE","BUYEMBA","WALUKUBA","female","female","yes","yes",NA,NA
"1076","IGANGA","MAKUUTU","MAKUUTU","BUSWIRIRI","female","female","no","no",NA,NA
"1077","NAMAYINGO","BANDA","LUGALA","BUDALA A","female","female","yes","no",NA,NA
"1078","BUGIRI","BULUGUYI","MUWAYO","BUDUMA 'A'","female","female","no","no",NA,NA
"1079","MAYUGE","KIGANDALO","KIGULU","NSUMBA","female","female","no","no",NA,NA
"1080","NAMUTUMBA","KIBAALE","NAWANGISA","NAWANGISA IB","female","female","yes","yes",NA,NA
"1081","NAMUTUMBA","MAGADA","KAGULU","IZIMBA","female","female","yes","yes",NA,NA
"1082","NAMAYINGO","BUSWALE","NANSUMA","MASODI B","female","female","no","no",NA,NA
"1083","NAMUTUMBA","KIBAALE","NABISOIGI","NAWANDYO B","female","female","yes","no",NA,NA
"1084","MAYUGE","BUKABOOLI","BUKABOOLI","KIKUNYU","female","female","yes","no",NA,NA
"1085","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","BUKALAMAISO","female","female","yes","no",NA,NA
"1086","BUGIRI","BUWUNGA","BUBUGO","NAMBOFA","female","female","yes","no",NA,NA
"1087","IGANGA","NAKIGO","WAIRAMA","IZIMBA","female","female","yes","yes",NA,NA
"1088","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","NABIKOMO","female","female","no","no",NA,NA
"1089","BUGIRI","KAPYANGA","BUGUBO","BUKONDE A","female","female","no","no",NA,NA
"1090","NAMUTUMBA","MAGADA","KAGULU","NABWEYO","female","female","yes","no",NA,NA
"1091","BUGIRI","KAPYANGA","BUGUBO","BUSANZI","female","female","yes","no",NA,NA
"1092","MAYUGE","BUKATUBE","BUYEMBA","MUGERI A","female","female","yes","no",NA,NA
"1093","NAMUTUMBA","KIBAALE","NABISOIGI","NAWAIKOKE A","female","female","yes","no",NA,NA
"1094","NAMUTUMBA","KIBAALE","NAWANGISA","BUDWAPA A","female","female","yes","yes",NA,NA
"1095","NAMAYINGO","MUTUMBA","LUBIRA","LUFUDU","female","female","no","no",NA,NA
"1096","NAMUTUMBA","NAMUTUMBA","ITUBA","ITUBA C","female","female","no","no",NA,NA
"1097","BUGIRI","BULUGUYI","MUWAYO","MUWAYO","female","female","yes","yes",NA,NA
"1098","NAMAYINGO","BUYINJA","LWANGOSIA","LWANGOSIA EAST","female","female","no","no",NA,NA
"1099","NAMAYINGO","BANDA","BUJWANGA","BUJWANGA EAST","female","female","yes","no",NA,NA
"1100","IGANGA","MAKUUTU","KASOZI","BUKONDE","female","female","yes","yes",NA,NA
"1101","MAYUGE","KITYERERA","NDAIGA","BUBALULE A","female","female","yes","no",NA,NA
"1102","NAMUTUMBA","NSINZE","BUWONGO","BUYUNGA","female","female","yes","yes",NA,NA
"1103","MAYUGE","BUKATUBE","BUYEMBA","BUYEMBA 'A'","female","female","yes","no",NA,NA
"1104","NAMUTUMBA","KIBAALE","NABISOIGI","BUGANDA","female","female","yes","yes",NA,NA
"1105","IGANGA","NAKALAMA","NAKALAMA","BUKOBOOLI","female","female","yes","no",NA,NA
"1106","BUGIRI","BUDHAYA","BUDHAYA","BUDHAYA","female","female","no","no",NA,NA
"1107","MAYUGE","BAITAMBOGWE","LUKONE","NAMAGERA","female","female","no","no",NA,NA
"1108","IGANGA","BUYANGA","BUWOOYA","BUWOOYA B","female","female","yes","yes",NA,NA
"1109","MAYUGE","KIGANDALO","KIGULU","NAMASAKA","female","female","no","no",NA,NA
"1110","MAYUGE","BUKATUBE","BUYEMBA","BUKASERO A","female","female","no","no",NA,NA
"1111","MAYUGE","KIGANDALO","KIGULU","BUBBALYA","female","female","yes","yes",NA,NA
"1112","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA III","female","female","yes","yes",NA,NA
"1113","MAYUGE","BUKATUBE","LWANIKA","LUKINDU A","female","female","yes","yes",NA,NA
"1114","MAYUGE","BUKABOOLI","BUKABOOLI","KALAGALA A","female","female","yes","yes",NA,NA
"1115","NAMUTUMBA","NSINZE","BUWONGO","SIIRA","female","female","yes","no",NA,NA
"1116","NAMUTUMBA","KIBAALE","NABWEYO","NABWEYO CENTRAL","female","female","yes","no",NA,NA
"1117","MAYUGE","IMANYIRO","MAGADA","LUYIRA","female","female","no","no",NA,NA
"1118","NAMAYINGO","BANDA","BUJWANGA","BUJWANGA WEST","female","female","yes","yes",NA,NA
"1119","MAYUGE","KIGANDALO","KIGULU","KIREWE","female","female","no","no",NA,NA
"1120","IGANGA","NAKALAMA","NAKALAMA","NAKALAMA NORTH","female","female","no","no",NA,NA
"1121","NAMAYINGO","MUTUMBA","LUBIRA","BUGALI A","female","female","yes","no",NA,NA
"1122","IGANGA","NAWANDALA","KIWANYI","KIWANYI I","female","female","yes","yes",NA,NA
"1123","NAMUTUMBA","MAGADA","KAGULU","LUZINGA","female","female","no","no",NA,NA
"1124","NAMUTUMBA","KIBAALE","NABISOIGI","BWANGU","female","female","no","no",NA,NA
"1125","NAMAYINGO","BANDA","LUTOLO","BUCHUNIA A","female","female","no","no",NA,NA
"1126","MAYUGE","BUKATUBE","LWANIKA","LUKINDU B","female","female","yes","yes",NA,NA
"1127","NAMUTUMBA","NAMUTUMBA","ITUBA","NAMUWONDO A","female","female","yes","yes",NA,NA
"1128","MAYUGE","BAITAMBOGWE","LUKONE","LUKONE","female","female","yes","yes",NA,NA
"1129","NAMAYINGO","BANDA","BUJWANGA","HALABA","female","female","no","no",NA,NA
"1130","MAYUGE","KITYERERA","BUBINGE","KIKANDWA","female","female","no","no",NA,NA
"1131","BUGIRI","BULUGUYI","MUWAYO","BUDUMA 'B'","female","female","yes","yes",NA,NA
"1132","IGANGA","NAKALAMA","NAKALAMA","BUKYAYE","female","female","yes","yes",NA,NA
"1133","MAYUGE","KITYERERA","NDAIGA","NDAIGA C","female","female","no","no",NA,NA
"1134","NAMAYINGO","MUTUMBA","LUBIRA","BUSIULA","female","female","yes","yes",NA,NA
"1135","NAMUTUMBA","NSINZE","NAWAIKONA","NABITULUNTU","female","female","no","no",NA,NA
"1136","NAMUTUMBA","NAMUTUMBA","NAKYEERE","NAKYERE","female","female","yes","yes",NA,NA
"1137","NAMAYINGO","BUSWALE","NANSUMA","MASODI A","female","female","yes","no",NA,NA
"1138","NAMUTUMBA","KIBAALE","NABISOIGI","BUYINDA","female","female","yes","no",NA,NA
"1139","NAMAYINGO","BANDA","BUJWANGA","NAMBANO","female","female","no","no",NA,NA
"1140","MAYUGE","BAITAMBOGWE","IGEYERO","MUKUTA","female","female","yes","yes",NA,NA
"1141","MAYUGE","KITYERERA","BUBINGE","BUBINGE","female","female","yes","yes",NA,NA
"1142","BUGIRI","BULUGUYI","MUWAYO","MUDAWO","female","female","no","no",NA,NA
"1143","BUGIRI","NABUKALU","NKAIZA","KAKOGE","female","female","yes","no",NA,NA
"1144","MAYUGE","BUKATUBE","LWANIKA","BUKATUBE B","female","female","yes","no",NA,NA
"1145","IGANGA","NAWANDALA","KIWANYI","MADHIMASU","female","female","no","no",NA,NA
"1146","NAMUTUMBA","NAMUTUMBA","NAKYEERE","KASEDHERE B","female","female","yes","no",NA,NA
"1147","BUGIRI","IWEMBA","IWEMBA","BUKIRI","female","female","yes","yes",NA,NA
"1148","MAYUGE","BUKATUBE","LWANIKA","BUDHALA 'A'","female","female","no","no",NA,NA
"1149","IGANGA","BULAMAGI","IWAWU","IWAWU","female","female","no","no",NA,NA
"1150","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","NAKAVULE","female","female","yes","yes",NA,NA
"1151","BUGIRI","BUWUNGA","BUBUGO","BUBUGO/BULIWAGULU","female","female","yes","no",NA,NA
"1152","NAMUTUMBA","MAGADA","KIWANYI","KATENGELERE","female","female","yes","no",NA,NA
"1153","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","KIOGA","female","female","yes","no",NA,NA
"1154","NAMUTUMBA","NAMUTUMBA","ITUBA","NAMUWONDO B","female","female","no","no",NA,NA
"1155","MAYUGE","BAITAMBOGWE","LUKONE","NSINDA","female","female","yes","yes",NA,NA
"1156","NAMUTUMBA","KIBAALE","NABWEYO","BUGAIZA","female","female","yes","no",NA,NA
"1157","MAYUGE","BUKABOOLI","BUKABOOLI","KALAGALA B","female","female","yes","yes",NA,NA
"1158","NAMUTUMBA","KIBAALE","NABISOIGI","NAWANDYO A","female","female","yes","no",NA,NA
"1159","BUGIRI","IWEMBA","IWEMBA","BUKANDA","female","female","no","no",NA,NA
"1160","NAMUTUMBA","NAMUTUMBA","ITUBA","ITUBA A","female","female","yes","no",NA,NA
"1161","IGANGA","NAKIGO","BUSOWOOBI","BUSOWOOBI CENTRAL","female","female","yes","no",NA,NA
"1162","NAMUTUMBA","KIBAALE","NAWANGISA","BUNYINKIRA","female","female","no","no",NA,NA
"1163","MAYUGE","KIGANDALO","KIGULU","KIGULU","female","female","yes","no",NA,NA
"1164","BUGIRI","BUDHAYA","BUDHAYA","BUKEREKERE","female","female","yes","no",NA,NA
"1165","MAYUGE","WAIRASA","BUSUYI","BUSUYI","female","female","yes","yes",NA,NA
"1166","IGANGA","NAMALEMBA","MINANI","NAKAMINI","female","female","yes","no",NA,NA
"1167","IGANGA","NAMALEMBA","MINANI","MINANI A","female","female","yes","yes",NA,NA
"1168","NAMUTUMBA","NSINZE","BUWONGO","MALIGA TRADING CENTRE","female","female","yes","no",NA,NA
"1169","MAYUGE","KITYERERA","NDAIGA","NAKIRIMIRA B","female","female","yes","no",NA,NA
"1170","BUGIRI","BULESA","BULUWE","BULUWE","female","female","yes","no",NA,NA
"1171","BUGIRI","BULESA","BULUWE","BUTEGWA A","female","female","no","no",NA,NA
"1172","MAYUGE","BUKATUBE","LWANIKA","BUDHALA 'B'","female","female","yes","yes",NA,NA
"1173","IGANGA","BUYANGA","BULUNGULI","KIWANYI A","female","female","yes","yes",NA,NA
"1174","NAMUTUMBA","NSINZE","BUWONGO","BUKOLO","female","female","yes","yes",NA,NA
"1175","NAMUTUMBA","NSINZE","NAWAIKONA","BUBINGA","female","female","no","no",NA,NA
"1176","NAMUTUMBA","KIBAALE","NABWEYO","MBOGO","female","female","yes","no",NA,NA
"1177","BUGIRI","KAPYANGA","NAMUKONGE","BUGODO A","female","female","yes","yes",NA,NA
"1178","NAMAYINGO","BANDA","LUGALA","BUDALA B","female","female","no","no",NA,NA
"1179","NAMUTUMBA","KIBAALE","NABISOIGI","NKWANZI","female","female","yes","no",NA,NA
"1180","NAMUTUMBA","NSINZE","NAWAIKONA","KIVULE","female","female","yes","no",NA,NA
"1181","BUGIRI","KAPYANGA","NDIFAKULYA","MUGONA NORTH","female","female","yes","yes",NA,NA
"1182","NAMUTUMBA","KIBAALE","NABISOIGI","NABISOIGI II","female","female","yes","yes",NA,NA
"1183","NAMUTUMBA","KIBAALE","NAWANGISA","KAKOGE","female","female","no","no",NA,NA
"1184","IGANGA","MAKUUTU","KASOZI","KASOZI A","female","female","no","no",NA,NA
"1185","IGANGA","IBULANKU","NSAALE","NAKIBEMBE","female","female","yes","yes",NA,NA
"1186","BUGIRI","KAPYANGA","BUGUBO","KAKANDWA","female","female","no","no",NA,NA
"1187","NAMAYINGO","BANDA","LUTOLO","SIROWA","female","female","yes","no",NA,NA
"1188","IGANGA","NAKIGO","BUSOWOOBI","NABITOVU","female","female","yes","no",NA,NA
"1189","NAMAYINGO","BANDA","BUJWANGA","BUSIRO BEACH","female","female","no","no",NA,NA
"1190","BUGIRI","BUWUNGA","BUBUGO","BUKEREWE","female","female","no","no",NA,NA
"1191","NAMUTUMBA","KIBAALE","NABWEYO","BUNYEKERO","female","female","yes","yes",NA,NA
"1192","MAYUGE","BUKABOOLI","BUKABOOLI","BUKABOOLI","female","female","yes","yes",NA,NA
"1193","BUGIRI","BUDHAYA","BUKATU","MAZIRIGA","female","female","yes","no",NA,NA
"1194","IGANGA","NAKIGO","WAIRAMA","KAKOMBO","female","female","yes","no",NA,NA
"1195","BUGIRI","KAPYANGA","NAMUKONGE","KAYANGO C","female","female","yes","yes",NA,NA
"1196","NAMUTUMBA","NSINZE","BUWONGO","BUWONGO A","female","female","yes","no",NA,NA
"1197","IGANGA","NAMALEMBA","MINANI","BUKAKAIRE","female","female","yes","no",NA,NA
"1198","IGANGA","MAKUUTU","KASOZI","NAMAVUNDU","female","female","yes","no",NA,NA
"1199","IGANGA","MAKUUTU","KASOZI","KASOZI B","female","female","yes","no",NA,NA
"1200","IGANGA","MAKUUTU","KASOZI","BUKOWE","female","female","yes","yes",NA,NA
"1201","BUGIRI","KAPYANGA","NAMUKONGE","BUGODO B","female","female","no","no",NA,NA
"1202","MAYUGE","IMANYIRO","MAGADA","MAGADA","female","female","no","no",NA,NA
"1203","NAMAYINGO","BANDA","LUTOLO","BUKOONA","female","female","no","no",NA,NA
"1204","MAYUGE","BUKABOOLI","BUKABOOLI","NAMULWANA 'A'","female","female","yes","yes",NA,NA
"1205","BUGIRI","BUDHAYA","BUDHAYA","NGULUMO","female","female","yes","no",NA,NA
"1206","NAMUTUMBA","NSINZE","NAWAIKONA","BUKUDUMIRA","female","female","yes","no",NA,NA
"1207","BUGIRI","KAPYANGA","BUGUBO","BUGUBO","female","female","yes","yes",NA,NA
"1208","IGANGA","NAKALAMA","NAKALAMA","NAKALAMA SOUTH","female","female","no","no",NA,NA
"1209","MAYUGE","KITYERERA","NDAIGA","NDAIGA A","female","female","yes","yes",NA,NA
"1210","BUGIRI","BUDHAYA","BUKATU","BUDIBYA","female","female","yes","yes",NA,NA
"1211","NAMAYINGO","BANDA","LUGALA","LUGALA B","female","female","yes","no",NA,NA
"1212","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","BUDUMBA","female","female","no","no",NA,NA
"1213","MAYUGE","BUKATUBE","LWANIKA","LWANIKA B","female","female","yes","yes",NA,NA
"1214","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","LUKUNYU","female","female","yes","yes",NA,NA
"1215","NAMAYINGO","BUYINJA","LWANGOSIA","BUGAYA","female","female","no","no",NA,NA
"1216","BUGIRI","BUDHAYA","BUKATU","KAWOLOGOMA","female","female","no","no",NA,NA
"1217","MAYUGE","IMANYIRO","MAGADA","NAMAKAKALE","female","female","no","no",NA,NA
"1218","NAMUTUMBA","KIBAALE","NABWEYO","LWAMBA","female","female","yes","no",NA,NA
"1219","MAYUGE","KIGANDALO","KIOGA (MAYENGO)","KAZINGA","female","female","no","no",NA,NA
"1220","NAMAYINGO","BUYINJA","LWANGOSIA","NSANGO A","female","female","yes","no",NA,NA
"1221","NAMAYINGO","BANDA","LUTOLO","NANGERA A","female","female","yes","no",NA,NA
"1222","MAYUGE","BAITAMBOGWE","IGEYERO","IGEYERO A","female","female","yes","no",NA,NA
"1223","BUGIRI","KAPYANGA","BUGUBO","NABYUNYU","female","female","yes","no",NA,NA
"1224","NAMAYINGO","BUYINJA","LWANGOSIA","LWANGOSIA WEST","female","female","no","no",NA,NA
"1225","BUGIRI","BULUGUYI","MUWAYO","BUTEMA","female","female","yes","yes",NA,NA
"1226","MAYUGE","BUKATUBE","LWANIKA","LWANIKA A","female","female","no","no",NA,NA
"1227","NAMUTUMBA","KIBAALE","NABWEYO","BUSINI A","female","female","no","no",NA,NA
"1228","NAMUTUMBA","KIBAALE","NABWEYO","NANVUNANWA","female","female","no","no",NA,NA
"1229","MAYUGE","BUSAKIRA","MAUMU","MAUMU B","female","female","yes","yes",NA,NA
"1230","IGANGA","BUYANGA","BUWOOYA","BUYANGA A","female","female","yes","yes",NA,NA
"1231","IGANGA","NAWANDALA","KIWANYI","BUKYEEGA","female","female","yes","yes",NA,NA
"1232","NAMUTUMBA","MAGADA","KIWANYI","KIWANYI","female","female","yes","yes",NA,NA
"1233","NAMAYINGO","BANDA","BUJWANGA","BUDUNGA WEST","female","female","no","no",NA,NA
"1234","NAMUTUMBA","KIBAALE","NAWANGISA","KAVULE","female","female","yes","yes",NA,NA
"1235","NAMUTUMBA","MAGADA","KAGULU","BUGIRI","female","female","yes","no",NA,NA
"1236","NAMUTUMBA","NAMUTUMBA","NAKYEERE","BULYABWITA B","female","female","yes","yes",NA,NA
"1237","MAYUGE","BUKATUBE","LWANIKA","WAMONDO","female","female","yes","yes",NA,NA
"1238","MAYUGE","WAIRASA","BUSUYI","BUSOWANIRE","female","female","yes","yes",NA,NA
"1239","NAMAYINGO","BANDA","LUTOLO","LUTOLO B","female","female","yes","yes",NA,NA
"1240","MAYUGE","KIGANDALO","KIGULU","BUYAGA","female","female","no","no",NA,NA
"1241","NAMAYINGO","BANDA","BUJWANGA","BUBANGI","female","female","yes","no",NA,NA
"1242","NAMUTUMBA","KIBAALE","NAWANGISA","NAWANGISA II","female","female","yes","yes",NA,NA
"1243","IGANGA","IBULANKU","NSAALE","NAKASUBI","female","female","no","no",NA,NA
"1244","NAMUTUMBA","MAGADA","KAGULU","NABIGALATA","female","female","yes","yes",NA,NA
"1245","NAMUTUMBA","MAGADA","KIWANYI","NABIYUNGI","female","female","yes","no",NA,NA
"1246","NAMUTUMBA","MAGADA","KAGULU","KISYAIKE","female","female","yes","no",NA,NA
"1247","BUGIRI","KAPYANGA","NAMUKONGE","BUKAYE B","female","female","yes","yes",NA,NA
"1248","IGANGA","MAKUUTU","KASOZI","NONDWE","female","female","yes","yes",NA,NA
"1249","IGANGA","BULAMAGI","IWAWU","NAMASOGA","female","female","no","no",NA,NA
"1250","IGANGA","MAKUUTU","KASOZI","WAIBALE","female","female","yes","yes",NA,NA
"1251","NAMUTUMBA","KIBAALE","NAWANGISA","NAWANGISA I","female","female","no","no",NA,NA
"1252","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","MAKUUTU","female","female","yes","yes",NA,NA
"1253","NAMUTUMBA","NSINZE","NAWAIKONA","WALUMBO","female","female","yes","yes",NA,NA
"1254","BUGIRI","BUDHAYA","BUDHAYA","BUMWANGU","female","female","no","no",NA,NA
"1255","IGANGA","BUYANGA","BUWOOYA","BUWOOYA A","female","female","no","no",NA,NA
"1256","MAYUGE","WAIRASA","BUSUYI","BUYEMBA","female","female","yes","no",NA,NA
"1257","NAMAYINGO","BUSWALE","NANSUMA","NANSUMA A","female","female","no","no",NA,NA
"1258","NAMAYINGO","BUSWALE","NANSUMA","SIJAGAJO A","female","female","yes","yes",NA,NA
"1259","NAMUTUMBA","NSINZE","BUWONGO","BUNYAGWE","female","female","yes","yes",NA,NA
"1260","NAMAYINGO","BUSWALE","NANSUMA","NANSUMA B","female","female","yes","no",NA,NA
"1261","IGANGA","BUYANGA","BULUNGULI","KIWANYI B","female","female","yes","yes",NA,NA
"1262","IGANGA","NAMALEMBA","MINANI","MINANI B","female","female","no","no",NA,NA
"1263","IGANGA","NAKALAMA","NAKALAMA","NAKALAMA CENTRAL","female","female","no","no",NA,NA
"1264","IGANGA","BUYANGA","BUWOOYA","NASILARO","female","female","yes","no",NA,NA
"1265","BUGIRI","KAPYANGA","NDIFAKULYA","BUKAYE","female","female","no","no",NA,NA
"1266","MAYUGE","BUKATUBE","LWANIKA","BUTIMBWA","female","female","yes","yes",NA,NA
"1267","MAYUGE","IMANYIRO","MAGADA","NAMADUDU","female","female","yes","no",NA,NA
"1268","BUGIRI","BULUGUYI","MUWAYO","NAKAWA","female","female","no","no",NA,NA
"1269","NAMAYINGO","BUSWALE","NANSUMA","BUMOLI A","female","female","no","no",NA,NA
"1270","IGANGA","BUYANGA","BUWOOYA","BUYIRIMA","female","female","yes","yes",NA,NA
"1271","NAMUTUMBA","KIBAALE","NABWEYO","BUDATU","female","female","no","no",NA,NA
"1272","MAYUGE","BUKABOOLI","BUKABOOLI","NAMULWANA 'B'","female","female","no","no",NA,NA
"1273","IGANGA","NAMALEMBA","MINANI","NABITENDE","female","female","no","no",NA,NA
"1274","NAMUTUMBA","MAGADA","KIWANYI","NAWANSEKESE","female","female","yes","yes",NA,NA
"1275","IGANGA","MAKUUTU","MAKUUTU","BUNALWENYI A","female","female","no","no",NA,NA
"1276","BUGIRI","BULESA","BULUWE","MALENDELE","female","female","no","no",NA,NA
"1277","NAMAYINGO","BANDA","BUJWANGA","BUDUNGA EAST","female","female","yes","yes",NA,NA
"1278","IGANGA","BUYANGA","BUWOOYA","BUYANGA C","female","female","yes","no",NA,NA
"1279","MAYUGE","BUKATUBE","LWANIKA","KASONZI","female","female","yes","yes",NA,NA
"1280","NAMUTUMBA","NSINZE","NAWAIKONA","BUKEBWE","female","female","yes","yes",NA,NA
"1281","NAMUTUMBA","NAMUTUMBA","ITUBA","NAWAMPANDU B","female","female","no","no",NA,NA
"1282","NAMAYINGO","BANDA","LUTOLO","NANGERA B","female","female","no","no",NA,NA
"1283","NAMUTUMBA","NSINZE","NAWAIKONA","NABIKENGE","female","female","yes","yes",NA,NA
"1284","NAMUTUMBA","MAGADA","KAGULU","KAWANAMO","female","female","yes","no",NA,NA
"1285","NAMUTUMBA","NSINZE","NAWAIKONA","NAWAIKONA ''B'","female","female","no","no",NA,NA
"1286","NAMUTUMBA","KIBAALE","NAWANGISA","KIRANGA A","female","couple","no","no",NA,NA
"1287","BUGIRI","KAPYANGA","NDIFAKULYA","MUGONA SOUTH","female","couple","yes","yes",NA,NA
"1288","BUGIRI","BUWUNGA","BUBUGO","KIRONGO","female","couple","yes","yes",NA,NA
"1289","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAKAZINGA","female","couple","yes","no",NA,NA
"1290","NAMAYINGO","MUTUMBA","LUBIRA","SIMASE","female","couple","yes","no",NA,NA
"1291","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","KISEWUZI","female","couple","no","no",NA,NA
"1292","IGANGA","MAKUUTU","MAKUUTU","BUNALWENYI B","female","couple","yes","yes",NA,NA
"1293","NAMAYINGO","BUSWALE","NANSUMA","BUHWANJA","female","couple","no","no",NA,NA
"1294","BUGIRI","BUDHAYA","BUDHAYA","KIWANDANGABO","female","couple","no","no",NA,NA
"1295","NAMUTUMBA","KIBAALE","NABISOIGI","NAWAIKOKE B","female","couple","yes","no",NA,NA
"1296","BUGIRI","BUDHAYA","BUKATU","BUBANGO","female","couple","yes","yes",NA,NA
"1297","NAMUTUMBA","NSINZE","BUWONGO","CENTRAL BUNYAGWE","female","couple","yes","yes",NA,NA
"1298","NAMUTUMBA","IVUKULA","MPANDE (KISEWUZI)","NAMWENDA II","female","couple","yes","yes",NA,NA
"1299","NAMUTUMBA","NSINZE","BUWONGO","MALIGA","female","couple","yes","no",NA,NA
