"","hhid","femalehead","enumerator","date","hh_type","grow_maize","hh_yes","recipient","consent","maizeeduc","maizeage","maizehh_no","maizedist_shop","maizearea_cultivation","maizebags_harv","maizepralready_plant","maizeprinfo_receiv","maizeprinfo_receiv_spouse","maizeprinput_use","maizeprwall","maizeprrooms","maizeprearn","maizevideo_shown","maizeoptimal_spacing","maizeq22","maizeq23","maizemobile","maizemobile_access","maizeq26","maizeq27","maizeivr","maizeinside_outside","maizedisturbed","maizeeduc_spouse","maizeage_spouse","vilID","subID","distID"
"739","HH1506",0,7,"2017-08-05","Yes","Yes","No","couple","Yes",4,50,6,5,1,3,"Yes","No","No","No",1,3,"No","female","a","a","b","Yes",NA,NA,"1","yes","Outside","No",2,46,6,1,2
"740","HH1763",0,7,"2017-08-05","Yes","Yes","Yes","male","Yes",3,25,5,3,1,2,"Yes","No","No","Yes",1,2,"Yes","couple","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,22,6,1,2
"741","HH2020",0,7,"2017-08-05","Yes","Yes","Yes","female","Yes",2,22,6,1,0.5,1,"Yes","No","No","No",1,3,"Yes","couple","c","c","b","Yes",NA,NA,"1","yes","Outside","No",4,28,6,1,2
"742","HH221",0,7,"2017-08-05","Yes","Yes","Yes","male","Yes",6,70,5,7,1,3,"No","No","No","Yes",1,6,"Yes","male","b","c","b","Yes",NA,NA,"1","yes","Outside","No",4,68,6,1,2
"743","HH2277",0,7,"2017-08-05","Yes","Yes","Yes","couple","Yes",6,55,4,5,0.5,2,"Yes","No","No","No",1,3,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",4,53,6,1,2
"744","HH2534",0,7,"2017-08-05","Yes","Yes","Yes","couple","Yes",2,73,12,5,1.5,12,"Yes","No","No","No",1,4,"Yes","ctrl","a","a","b","Yes",NA,NA,"1","no","Outside","No",4,55,6,1,2
"745","HH478",0,7,"2017-08-05","Yes","Yes","No","female","Yes",4,26,11,7,2,6,"Yes","Yes","No","No",1,4,"No","male","a","a","b","Yes",NA,NA,"1","yes","Outside","No",3,28,6,1,2
"746","HH478",0,7,"2017-08-05","Yes","Yes","No","female","Yes",2,40,8,5,1,3,"Yes","No","No","No",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",3,70,6,1,2
"747","HH735",0,7,"2017-08-05","Yes","Yes","No","couple","Yes",2,67,2,5,0.75,3,"Yes","No","No","No",1,1,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,61,6,1,2
"748","HH992",0,7,"2017-08-05","Yes","Yes","No","male","Yes",6,41,7,5,3,15,"Yes","No","Yes","Yes",1,4,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",6,37,6,1,2
"749","FH677",1,16,"2017-08-05","Yes","Yes","Yes",NA,"Yes",1,57,7,2,0.5,1,"No","No","No","Yes",1,3,"Yes","female","a","b","b","No","Yes","Yes","1","yes","Outside","No",NA,NA,7,1,2
"750","HH1057",0,5,"2017-08-05","Yes","Yes","No","female","Yes",2,31,7,1,1,2,"No","No","No","Yes",3,3,"No","female","a","a","b","No","No",NA,NA,"yes","Outside","No",2,32,7,1,2
"751","HH1314",0,5,"2017-08-05","Yes","Yes","No","couple","Yes",2,47,10,1,0.800000011920929,3,"No","No","Yes","No",1,2,"No","female","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,44,7,1,2
"752","HH1571",0,5,"2017-08-05","Yes","Yes","No","male","Yes",6,42,8,2,2,6,"Yes","Yes","Yes","Yes",1,5,"Yes","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",5,37,7,1,2
"753","HH1828",0,5,"2017-08-05","Yes","Yes","No","female","Yes",3,18,2,4,0.5,0.5,"Yes","No","No","No",3,1,"No","couple","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,20,7,1,2
"754","HH2085",0,4,"2017-08-05","Yes","Yes","No","couple","Yes",3,18,2,7,0.800000011920929,4,"Yes","No","No","No",1,1,"Yes","couple","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,16,7,1,2
"755","HH2342",0,5,"2017-08-05","Yes","Yes","Yes","male","Yes",1,80,6,6,0.5,2,"No","No","No","No",1,2,"No","ctrl","b","a","b","No","No",NA,NA,"no","Outside","No",1,60,7,1,2
"756","HH286",0,16,"2017-08-05","Yes","Yes","Yes","female","Yes",2,79,10,5,0.649999976158142,4,"No","No","No","Yes",1,3,"Yes","male","c","b","b","Yes",NA,NA,"1","yes","Outside","No",1,65,7,1,2
"757","HH29",0,5,"2017-08-05","Yes","Yes","Yes","male","Yes",2,55,11,6,1.5,4,"No","No","No","No",1,3,"No","male","b","c","b","No","No",NA,NA,"no","Outside","No",2,48,7,1,2
"758","HH543",0,5,"2017-08-05","Yes","Yes","Yes","couple","Yes",1,38,7,3,0.5,0.5,"Yes","No","No","Yes",3,1,"No","male","d","c","b","Yes",NA,NA,"1","yes","Outside","No",1,25,7,1,2
"759","HH800",0,5,"2017-08-05","Yes","Yes","Yes","male","Yes",1,56,12,4,1.5,5,"Yes","No","No","Yes",1,3,"Yes","female","d","c","b","Yes",NA,NA,"1","yes","Outside","No",2,30,7,1,2
"760","FH687",1,16,"2017-08-05","Yes","Yes","Yes",NA,"Yes",1,70,6,3,0.119999997317791,0.200000002980232,"Yes","No","No","No",1,1,"Yes","female","b","c","b","No","Yes","No",NA,"no","Outside","Yes",NA,NA,8,1,2
"761","HH2591",0,7,"2017-08-05","Yes","Yes","Yes","male","Yes",4,24,2,20,0.5,3,"Yes","No","Yes","Yes",2,1,"No","male","c","c","a","Yes",NA,NA,"1","yes","Outside","No",4,19,8,1,2
"762","HH2676",0,7,"2017-08-05","Yes","Yes","Yes","female","Yes",1,29,8,15,0.5,1.5,"Yes","No","Yes","No",1,2,"No","male","a","a","b","Yes",NA,NA,"1","yes","Outside","No",2,32,8,1,2
"763","HH2761",0,7,"2017-08-05","Yes","Yes","No","couple","Yes",2,50,10,7,3,3,"Yes","No","No","No",1,2,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,45,8,1,2
"764","HH2846",0,7,"2017-08-05","Yes","Yes","Yes","male","Yes",3,43,12,7,1,8,"Yes","Yes","Yes","Yes",1,6,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,36,8,1,2
"765","HH2931",0,7,"2017-08-05","Yes","Yes","No","female","Yes",3,50,3,7,0.25,3,"Yes","Yes","No","No",1,2,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",2,50,8,1,2
"766","HH3016",0,7,"2017-08-05","Yes","Yes","Yes","couple","Yes",3,23,4,7,0.25,1,"Yes","No","No","No",1,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,19,8,1,2
"767","HH3101",0,7,"2017-08-05","Yes","Yes","No","male","Yes",3,27,3,7,1,7,"No","No","Yes","Yes",1,1,"Yes","couple","a","a","a","Yes",NA,NA,"1","yes","Outside","No",4,19,8,1,2
"768","HH3101",0,7,"2017-08-05","Yes","Yes","No","male","Yes",4,42,8,7,1,5,"Yes","No","Yes","Yes",1,2,"No","couple","a","c","a","Yes",NA,NA,"1","yes","Outside","No",3,25,8,1,2
"769","HH3186",0,7,"2017-08-05","Yes","Yes","No","female","Yes",2,25,6,7,1,1.5,"Yes","No","No","No",1,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",4,33,8,1,2
"770","FH696",1,16,"2017-08-05","Yes","Yes","Yes",NA,"Yes",4,62,6,3,0.5,1.5,"Yes","No","No","No",1,2,"Yes","male","b","c","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,9,1,2
"771","HH1045",0,4,"2017-08-05","Yes","Yes","Yes","female","Yes",6,36,6,7,2,5,"Yes","No","No","Yes",1,3,"Yes","female","a","b","a","Yes",NA,NA,"1","yes","Outside","Yes",6,45,9,1,2
"772","HH1302",0,9,"2017-08-05","Yes","Yes","Yes","couple","Yes",4,55,7,6,1,7,"Yes","No","No","No",1,2,"No","female","b","c","b","Yes",NA,NA,"1","no","Outside","No",4,42,9,1,2
"773","HH1559",0,5,"2017-08-05","Yes","Yes","Yes","male","Yes",2,70,5,3,0.5,4,"Yes","Yes","No","Yes",1,3,"No","couple","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,68,9,1,2
"774","HH17",0,5,"2017-08-05","Yes","Yes","Yes","male","Yes",6,50,7,4,0.5,3,"Yes","Yes","No","Yes",1,5,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,38,9,1,2
"775","HH1816",0,9,"2017-08-05","Yes","Yes","Yes","female","Yes",3,27,7,2,2,8,"Yes","No","Yes","Yes",1,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","no","Outside","Yes",4,32,9,1,2
"776","HH2073",0,5,"2017-08-05","Yes","Yes","Yes","couple","Yes",2,38,1,4,0.5,2,"Yes","Yes","Yes","No",1,3,"Yes","couple","b","c","a","Yes",NA,NA,"1","yes","Outside","No",2,36,9,1,2
"777","HH2330",0,9,"2017-08-05","Yes","Yes","Yes","couple","Yes",2,28,6,4,1.5,1.5,"Yes","No","No","No",1,2,"No","ctrl","b","c","b","Yes",NA,NA,"1","no","Outside","No",2,24,9,1,2
"778","HH274",0,16,"2017-08-05","Yes","Yes","Yes","female","Yes",3,56,7,2,6,5,"Yes","Yes","No","Yes",1,3,"Yes","male","b","c","b","Yes",NA,NA,"1","yes","Outside","No",6,73,9,1,2
"779","HH531",0,4,"2017-08-05","Yes","Yes","Yes","couple","Yes",4,59,7,7,1,1.5,"Yes","No","Yes","Yes",1,3,"Yes","male","b","c","a","Yes",NA,NA,"1","yes","Outside","No",2,52,9,1,2
"780","HH788",0,4,"2017-08-05","Yes","Yes","Yes","male","Yes",2,32,6,7,1,7,"Yes","No","No","No",1,4,"Yes","female","b","c","a","Yes",NA,NA,"1","yes","Outside","No",4,32,9,1,2
"781","HH2590",0,14,NA,"Yes","Yes","No","male","Yes",2,48,10,4,1,0.5,"No","Yes","No","Yes",3,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",3,35,1,2,2
"782","HH2675",0,8,"2017-08-06","Yes","Yes","Yes","female","Yes",1,37,16,0,0.25,0.800000011920929,"Yes","Yes","Yes","Yes",3,2,"No","male","a","c","a","Yes",NA,NA,"1","yes","Outside","No",1,56,1,2,2
"783","HH2760",0,14,NA,"Yes","Yes","Yes","couple","Yes",4,50,6,4,2.5,6.30000019073486,"Yes","No","No","Yes",1,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,38,1,2,2
"784","HH2845",0,14,"2017-08-06","Yes","Yes","Yes","male","Yes",2,39,7,5,1.5,4,"Yes","No","Yes","Yes",3,1,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,35,1,2,2
"785","HH2930",0,10,"2017-08-06","Yes","Yes","No","female","Yes",4,26,5,3,1.5,10,"Yes","No","No","No",1,2,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",5,28,1,2,2
"786","HH3015",0,10,"2017-08-06","Yes","Yes","Yes","couple","Yes",2,44,7,3,1,2.5,"No","No","No","Yes",1,2,"Yes","female","a","c","b","No","No",NA,NA,"yes","Outside","No",2,27,1,2,2
"787","HH3100",0,10,"2017-08-06","Yes","Yes","Yes","male","Yes",4,38,4,2,1,3,"No","No","No","No",1,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",3,29,1,2,2
"788","HH3185",0,14,NA,"Yes","Yes","Yes","female","Yes",1,40,12,5,2,4,"Yes","No","No","No",1,3,"No","couple","a","c","b","Yes",NA,NA,"2","yes","Outside","No",1,59,1,2,2
"789","HH3270",0,10,"2017-08-06","Yes","Yes","No","couple","Yes",2,19,3,8,1,2,"Yes","Yes","No","Yes",1,1,"No","couple","d","b","b","No","Yes","Yes","1","yes","Outside","No",2,16,1,2,2
"790","HH1060",0,5,"2017-08-02","Yes","Yes","Yes","female","Yes",2,45,15,6,1,3,"Yes","No","No","No",1,2,"No","female","b","c","b","No","Yes","Yes","1","yes","Outside","No",1,49,2,2,2
"791","HH1317",0,6,"2017-08-02","Yes","Yes","Yes","couple","Yes",5,38,7,3,0.5,1.5,"Yes","Yes","No","No",1,2,"No","female","a","c","d","Yes",NA,NA,"1","yes","Outside","No",3,27,2,2,2
"792","HH1574",0,10,"2017-08-06","Yes","Yes","No","male","Yes",4,49,8,3,0.25,0.300000011920929,"Yes","No","No","No",1,2,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,34,2,2,2
"793","HH1574",0,14,NA,"Yes","Yes","Yes","male","Yes",3,21,5,6,0.5,2,"Yes","No","No","No",1,1,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,25,2,2,2
"794","HH1831",0,6,"2017-08-02","Yes","Yes","Yes","female","Yes",3,55,9,3,1,0.5,"Yes","Yes","No","No",1,2,"Yes","couple","c","c","b","Yes",NA,NA,"1","no","Outside","No",6,60,2,2,2
"795","HH2088",0,9,"2017-08-02","Yes","Yes","Yes","couple","Yes",2,28,5,2,2,1,"Yes","No","No","Yes",1,1,"No","couple","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,22,2,2,2
"796","HH2345",0,16,"2017-08-02","Yes","Yes","Yes","female","Yes",2,35,10,5,0.5,0.5,"No","No","No","No",1,3,"Yes","ctrl","a","c","b","Yes",NA,NA,"1","no","Outside","Yes",2,40,2,2,2
"797","HH289",0,4,"2017-08-02","Yes","Yes","Yes","female","Yes",1,22,5,5,1,5,"Yes","Yes","No","Yes",1,1,"Yes","male","a","c","a","Yes",NA,NA,"1","yes","Outside","Yes",3,30,2,2,2
"798","HH32",0,7,"2017-08-02","Yes","Yes","Yes","male","Yes",2,32,3,4,3,1.5,"Yes","No","No","Yes",1,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",2,25,2,2,2
"799","HH546",0,7,"2017-08-02","Yes","Yes","Yes","couple","Yes",3,38,4,4,1,2,"Yes","Yes","No","No",1,2,"Yes","male","a","a","b","Yes",NA,NA,"1","yes","Inside","Yes",6,29,2,2,2
"800","FH725",1,15,"2017-08-02","Yes","Yes","Yes",NA,"Yes",2,67,8,20,1.5,5,"Yes","No","No","No",1,3,"No","female","b","c","b","Yes",NA,NA,"1","yes","Inside","No",NA,NA,3,2,2
"801","HH3355",0,17,"2017-08-02","Yes","Yes","Yes","male","Yes",1,46,3,8,2,7,"No","No","No","No",1,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Inside","No",2,20,3,2,2
"802","HH3382",0,1,"2017-08-02","Yes","Yes","Yes","female","Yes",2,23,3,4,1,2,"Yes","No","No","No",2,1,"No","male","b","c","b","No","Yes","No",NA,"yes","Outside","Yes",2,29,3,2,2
"803","HH3409",0,17,"2017-08-02","Yes","Yes","Yes","male","Yes",4,45,11,7,1,4,"No","No","No","Yes",1,2,"Yes","female","b","c","b","Yes",NA,NA,"1","yes","Inside","No",3,35,3,2,2
"804","HH3436",0,15,"2017-08-02","Yes","Yes","Yes","female","Yes",1,42,13,6,2.5,7,"Yes","No","No","No",1,4,"Yes","female","b","c","b","Yes",NA,NA,"1","yes","Inside","No",2,45,3,2,2
"805","HH3463",0,12,"2017-08-02","Yes","Yes","Yes","male","Yes",5,58,15,10,4,5,"Yes","Yes","Yes","Yes",1,3,"No","couple","b","c","a","Yes",NA,NA,"1","yes","Inside","No",3,38,3,2,2
"806","HH3490",0,17,"2017-08-02","Yes","Yes","Yes","female","Yes",2,42,5,8,1,5,"Yes","No","No","No",1,4,"No","couple","b","c","b","Yes",NA,NA,"1","yes","Inside","No",4,53,3,2,2
"807","HH3517",0,15,"2017-08-02","Yes","Yes","Yes","couple","Yes",4,27,5,7,1.5,1,"Yes","No","No","No",1,1,"No","couple","c","c","a","Yes",NA,NA,"1","yes","Outside","No",4,28,3,2,2
"808","FH732",1,13,"2017-08-02","Yes","Yes","Yes",NA,"Yes",2,51,10,3,1,5,"Yes","No","No","Yes",1,3,"No","female","c","b","b","Yes",NA,NA,"1","yes","Outside","No",NA,NA,4,2,2
"809","HH1255",0,14,"2017-08-02","Yes","Yes","No","female","Yes",4,43,7,2,1,2,"Yes","Yes","Yes","Yes",1,2,"Yes","female","a","c","a","Yes",NA,NA,"1","no","Outside","Yes",6,63,4,2,2
"810","HH1512",0,10,"2017-08-02","Yes","Yes","No","couple","Yes",2,50,5,2,0.25,1,"Yes","Yes","Yes","Yes",1,5,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Inside","Yes",2,42,4,2,2
"811","HH1769",0,14,"2017-08-02","Yes","Yes","Yes","male","Yes",2,46,11,3,2.5,3,"Yes","No","No","Yes",1,3,"No","couple","a","c","d","No","No",NA,NA,"yes","Outside","No",2,35,4,2,2
"812","HH2026",0,11,"2017-08-02","No",NA,NA,"female","Yes",2,34,6,8,1.5,1,"Yes","No","Yes","Yes",1,2,"Yes","couple","c","c","b","Yes",NA,NA,"1","yes","Outside","No",4,40,4,2,2
"813","HH227",0,2,"2017-08-02","Yes","Yes","Yes","male","Yes",5,58,7,4,2,3,"Yes","Yes","No","No",1,3,"Yes","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,28,4,2,2
"814","HH2283",0,11,"2017-08-02","Yes","Yes","Yes","couple","Yes",3,35,8,1,2,2,"Yes","No","No","No",1,3,"Yes","couple","b","a","b","Yes",NA,NA,"1","no","Outside","No",4,33,4,2,2
"815","HH2540",0,14,"2017-08-02","Yes","Yes","No","male","Yes",2,43,10,2,2,4,"Yes","No","No","Yes",1,2,"No","ctrl","c","c","a","Yes",NA,NA,"1","no","Outside","No",2,42,4,2,2
"816","HH484",0,13,"2017-08-02","Yes","Yes","No","female","Yes",6,30,9,3,0.5,2,"Yes","No","No","Yes",1,2,"Yes","male","c","c","b","Yes",NA,NA,"1","no","Outside","No",6,55,4,2,2
"817","HH741",0,2,"2017-08-02","Yes","Yes","No","couple","Yes",2,52,14,2,1,2,"Yes","No","No","No",1,4,"Yes","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,35,4,2,2
"818","HH998",0,10,"2017-08-02","Yes","Yes","No","male","Yes",2,55,6,2,1,2.5,"Yes","Yes","Yes","Yes",1,3,"Yes","female","a","c","b","Yes",NA,NA,"1","yes","Inside","No",2,42,4,2,2
"819","FH742",1,13,"2017-08-02","Yes","Yes","Yes",NA,"Yes",1,70,8,20,1,1,"Yes","No","No","No",2,2,"No","male","a","c","b","No","Yes","Yes","1","yes","Inside","No",NA,NA,5,2,2
"820","HH1108",0,14,"2017-08-02","Yes","Yes","Yes","female","Yes",2,38,12,3,0.5,3,"Yes","No","No","No",1,1,"No","female","c","c","a","Yes",NA,NA,"2","yes","Outside","No",3,40,5,2,2
"821","HH1365",0,2,"2017-08-02","Yes","Yes","Yes","couple","Yes",2,42,10,3,2,2,"Yes","No","No","Yes",1,3,"No","female","c","c","b","Yes",NA,NA,"1","yes","Inside","No",2,36,5,2,2
"822","HH1622",0,11,"2017-08-02","Yes","Yes","Yes","male","Yes",2,57,6,12,1,5,"Yes","No","No","No",1,3,"Yes","couple","c","c","a","Yes",NA,NA,"1","yes","Inside","No",2,45,5,2,2
"823","HH1879",0,2,"2017-08-02","Yes","Yes","Yes","female","Yes",2,20,3,3,1,1,"Yes","No","No","Yes",1,3,"No","couple","a","c","b","No","Yes","Yes","1","yes","Outside","No",2,27,5,2,2
"824","HH2136",0,14,"2017-08-02","Yes","Yes","Yes","couple","Yes",2,21,5,3,2,8,"Yes","No","Yes","Yes",1,1,"Yes","couple","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,20,5,2,2
"825","HH2393",0,13,"2017-08-06","Yes","Yes","Yes","female","Yes",4,32,11,2,1,3,"Yes","Yes","No","Yes",1,3,"No","ctrl","c","b","b","Yes",NA,NA,"1","no","Outside","No",5,45,5,2,2
"826","HH337",0,13,"2017-08-02","Yes","Yes","Yes","female","Yes",2,36,8,4,1,2,"Yes","No","No","No",1,3,"No","male","c","c","b","No","Yes","Yes","1","no","Outside","No",4,43,5,2,2
"827","HH594",0,10,"2017-08-02","Yes","Yes","Yes","couple","Yes",5,40,6,3,1.5,7,"No","No","Yes","No",1,3,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,27,5,2,2
"828","HH80",0,10,"2017-08-02","Yes","Yes","Yes","male","Yes",2,35,9,3,1,3,"No","No","Yes","No",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,28,5,2,2
"829","HH851",0,11,"2017-08-02","Yes","Yes","Yes","male","Yes",2,20,4,20,3,35,"Yes","Yes","Yes","Yes",1,1,"Yes","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",4,19,5,2,2
"830","FH752",1,13,"2017-08-06","Yes","Yes","Yes",NA,"Yes",2,69,11,2,1.5,1,"Yes","No","No","No",1,3,"No","female","b","a","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,6,2,2
"831","HH1230",0,13,"2017-08-06","Yes","Yes","Yes","female","Yes",2,35,7,3,1,3,"No","No","No","No",2,1,"98","female","b","b","b","Yes",NA,NA,"1","yes","Outside","No",2,41,6,2,2
"832","HH1487",0,4,"2017-08-02","Yes","Yes","Yes","couple","Yes",2,53,7,2,1,3,"Yes","No","No","Yes",1,2,"Yes","female","c","c","a","Yes",NA,NA,"1","yes","Inside","Yes",1,34,6,2,2
"833","HH1744",0,13,"2017-08-06","Yes","Yes","Yes","male","Yes",4,36,15,2,1,3,"Yes","No","No","Yes",1,1,"No","couple","b","c","c","Yes",NA,NA,"1","yes","Outside","No",2,31,6,2,2
"834","HH2001",0,5,"2017-08-02","Yes","Yes","Yes","female","Yes",1,30,8,5,0.800000011920929,0.5,"Yes","No","No","No",1,3,"No","couple","a","c","a","Yes",NA,NA,"1","yes","Outside","No",2,40,6,2,2
"835","HH202",0,5,"2017-08-02","Yes","Yes","Yes","male","Yes",1,50,4,1,1.79999995231628,5,"Yes","No","No","Yes",1,1,"No","male","a","a","b","No","No",NA,NA,"yes","Inside","No",1,30,6,2,2
"836","HH2258",0,6,"2017-08-02","Yes","Yes","Yes","couple","Yes",4,36,4,2,0.5,1,"Yes","Yes","No","Yes",1,2,"Yes","couple","a","c","b","Yes",NA,NA,"1","no","Inside","No",5,29,6,2,2
"837","HH2515",0,6,"2017-08-02","Yes","Yes","Yes","couple","Yes",3,76,5,2,0.5,1,"Yes","No","No","No",1,3,"Yes","ctrl","b","d","b","Yes",NA,NA,"1","no","Inside","No",3,49,6,2,2
"838","HH459",0,4,"2017-08-02","Yes","Yes","No","female","Yes",5,23,7,5,1,1,"No","No","No","No",1,3,"Yes","male","c","c","b","Yes",NA,NA,"1","yes","Outside","Yes",3,31,6,2,2
"839","HH716",0,6,"2017-08-02","Yes","Yes","Yes","couple","Yes",2,50,8,1,2,3,"Yes","No","No","No",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","no","Inside","No",2,37,6,2,2
"840","HH973",0,5,"2017-08-02","Yes","Yes","Yes","male","Yes",3,64,7,2,1,1.5,"No","No","No","Yes",1,2,"No","female","b","b","b","Yes",NA,NA,"1","no","Inside","No",2,30,6,2,2
"841","FH762",1,16,"2017-08-02","Yes","Yes","Yes",NA,"Yes",2,65,2,5,0.5,1,"Yes","No","No","No",1,3,"No","female","c","a","a","No","No",NA,NA,"yes","Inside","Yes",NA,NA,7,2,2
"842","HH1061",0,9,"2017-08-02","Yes","Yes","Yes","female","Yes",2,52,11,3,2,3,"Yes","No","No","Yes",1,2,"No","female","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,58,7,2,2
"843","HH1318",0,7,"2017-08-02","Yes","Yes","Yes","couple","Yes",3,40,7,1,3,6,"No","No","Yes","Yes",1,1,"No","female","a","c","b","Yes",NA,NA,"1","yes","Inside","Yes",4,25,7,2,2
"844","HH1575",0,9,"2017-08-02","Yes","Yes","Yes","male","Yes",2,67,8,2,3,2,"Yes","No","No","No",1,2,"No","couple","b","c","b","Yes",NA,NA,"1","yes","Outside","No",2,30,7,2,2
"845","HH1832",0,7,"2017-08-02","Yes","Yes","Yes","female","Yes",1,42,9,3,0.233999997377396,0,"Yes","98","No","No",1,3,"No","couple","a","c","b","Yes",NA,NA,"1","yes","Outside","No",1,999,7,2,2
"846","HH2089",0,9,"2017-08-02","Yes","Yes","No","couple","Yes",2,29,5,2,2,7,"Yes","No","No","No",1,2,"No","couple","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,27,7,2,2
"847","HH2346",0,16,"2017-08-02","Yes","Yes","Yes","female","Yes",2,42,6,3,5,8,"Yes","Yes","No","No",1,3,"No","ctrl","c","c","b","Yes",NA,NA,"1","no","Inside","No",4,59,7,2,2
"848","HH290",0,14,NA,"Yes","Yes","No","female","Yes",2,40,9,5,0.5,0.5,"Yes","No","No","Yes",1,1,"No","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,56,7,2,2
"849","HH33",0,10,"2017-08-06","Yes","Yes","Yes","male","Yes",5,35,5,5,1.5,4,"Yes","No","Yes","Yes",1,2,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","No",4,25,7,2,2
"850","HH547",0,16,"2017-08-02","Yes","Yes","Yes","couple","Yes",2,49,10,5,1.5,3,"No","No","No","Yes",1,2,"Yes","male","b","c","b","Yes",NA,NA,"1","yes","Outside","No",1,35,7,2,2
"851","HH804",0,16,"2017-08-02","Yes","Yes","Yes","male","Yes",2,72,7,2,2,4,"Yes","Yes","Yes","No",3,2,"Yes","female","b","c","b","Yes",NA,NA,"1","yes","Outside","No",1,50,7,2,2
"852","FH772",1,13,"2017-08-06","Yes","Yes","Yes",NA,"Yes",4,54,13,2,1,1,"No","Yes","No","Yes",1,3,"No","female","b","b","b","Yes",NA,NA,"1","no","Outside","No",NA,NA,8,2,2
"853","HH1278",0,4,"2017-08-02","Yes","Yes","Yes","female","Yes",1,57,6,1,1.5,2,"Yes","No","No","No",1,2,"98","female","c","b","a","Yes",NA,NA,"1","yes","Outside","Yes",4,63,8,2,2
"854","HH1535",0,13,"2017-08-06","Yes","Yes","No","couple","Yes",6,48,11,3,2,5,"Yes","No","No","Yes",1,3,"Yes","female","b","c","b","Yes",NA,NA,"1","yes","Outside","No",4,40,8,2,2
"855","HH1792",0,5,"2017-08-02","Yes","Yes","Yes","male","Yes",4,42,6,2,1.5,1.5,"Yes","Yes","Yes","Yes",1,2,"Yes","couple","b","c","b","Yes",NA,NA,"1","no","Outside","No",5,35,8,2,2
"856","HH2049",0,4,"2017-08-02","Yes","Yes","Yes","female","Yes",1,29,7,3,0.5,3,"Yes","No","No","No",1,3,"No","couple","c","c","a","Yes",NA,NA,"1","no","Inside","Yes",2,35,8,2,2
"857","HH2306",0,13,"2017-08-06","Yes","Yes","Yes","couple","Yes",2,44,10,2,1.5,1,"No","No","Yes","Yes",1,1,"Yes","couple","b","b","a","Yes",NA,NA,"1","yes","Outside","No",4,28,8,2,2
"858","HH250",0,6,"2017-08-02","Yes","Yes","Yes","male","Yes",4,43,11,1,3,9,"Yes","Yes","Yes","Yes",1,3,"Yes","male","a","c","b","Yes",NA,NA,"1","no","Outside","No",2,38,8,2,2
"859","HH2563",0,6,"2017-08-02","Yes","Yes","Yes","female","Yes",1,45,10,4,2,2,"Yes","No","No","No",1,4,"No","ctrl","c","c","b","Yes",NA,NA,"1","no","Inside","No",3,999,8,2,2
"860","HH507",0,6,"2017-08-02","Yes","Yes","Yes","female","Yes",3,70,6,3,1,1.5,"Yes","Yes","No","Yes",1,3,"Yes","male","a","c","b","Yes",NA,NA,"1","yes","Outside","Yes",2,999,8,2,2
